tech,cell_type,cell_name,from_pin,to_pin,pol,slew,cap,voltage,temp,delay,wp_over_wn,wp_sum,wn_sum,is_inv,stack_pu,stack_pd,log_slew,log_cap,req_p,req_n,rc_p,rc_n,rc_eff,req_eff,inv_v,inv_temp,pn_balance,is_labeled
ASAP7,INVX1,INVx13_ASAP7_6t_L,A,Y,rise,160.0,0.023039999999999998,0.7,25.0,39.1259,1.0,5.4e-08,5.4e-08,1,1,1,5.081404364984463,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,B,Y,rise,40.0,0.0007199999999999999,0.7,25.0,39.8149,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx11_ASAP7_6t_L,A,Y,fall,10.0,0.0057599999999999995,0.7,25.0,6.60087,1.0,5.4e-08,5.4e-08,1,1,1,2.3978952727983707,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx1_ASAP7_6t_L,A,Y,rise,10.0,0.023039999999999998,0.7,25.0,118.259,1.0,5.4e-08,5.4e-08,1,1,1,2.3978952727983707,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1p5_ASAP7_6t_L,A,Y,rise,160.0,0.023039999999999998,0.7,25.0,171.851,1.0,5.4e-08,5.4e-08,0,1,1,5.081404364984463,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1f_ASAP7_6t_L,C,Y,fall,80.0,0.0028799999999999997,0.7,25.0,32.4782,1.0,5.4e-08,5.4e-08,0,1,1,4.394449154672439,0.002875860745464264,18518518.51851852,18518518.51851852,53333.33333333333,53333.33333333333,53333.33333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,C,Y,rise,160.0,0.023039999999999998,0.7,25.0,559.659,1.0,5.4e-08,5.4e-08,0,1,1,5.081404364984463,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX2,INVx2_ASAP7_6t_L,A,Y,rise,160.0,0.011519999999999999,0.7,25.0,72.2421,1.0,5.4e-08,5.4e-08,1,1,1,5.081404364984463,0.011454150045115854,18518518.51851852,18518518.51851852,213333.3333333333,213333.3333333333,213333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1f_ASAP7_6t_L,C,Y,rise,320.0,0.011519999999999999,0.7,25.0,213.735,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.011454150045115854,18518518.51851852,18518518.51851852,213333.3333333333,213333.3333333333,213333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND3x1_ASAP7_6t_L,B,Y,rise,40.0,0.046079999999999996,0.7,25.0,246.605,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.04504984455370874,18518518.51851852,18518518.51851852,853333.3333333333,853333.3333333333,853333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1f_ASAP7_6t_L,A,Y,fall,10.0,0.0057599999999999995,0.7,25.0,29.0561,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX2,INVx2_ASAP7_6t_L,A,Y,rise,320.0,0.09215999999999999,0.7,25.0,330.791,1.0,5.4e-08,5.4e-08,1,1,1,5.771441123130016,0.08815738673620516,18518518.51851852,18518518.51851852,1706666.6666666665,1706666.6666666665,1706666.6666666665,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,C,Y,fall,40.0,0.023039999999999998,0.7,25.0,109.76,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1_ASAP7_6t_L,B,Y,fall,320.0,0.0057599999999999995,0.7,25.0,87.6135,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,A,Y,fall,160.0,0.046079999999999996,0.7,25.0,189.288,1.0,5.4e-08,5.4e-08,0,1,1,5.081404364984463,0.04504984455370874,18518518.51851852,18518518.51851852,853333.3333333333,853333.3333333333,853333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx1_ASAP7_6t_L,A,Y,rise,80.0,0.023039999999999998,0.7,25.0,139.966,1.0,5.4e-08,5.4e-08,1,1,1,4.394449154672439,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR2x1_ASAP7_6t_L,A,Y,rise,20.0,0.046079999999999996,0.7,25.0,223.057,1.0,5.4e-08,5.4e-08,0,1,1,3.044522437723423,0.04504984455370874,18518518.51851852,18518518.51851852,853333.3333333333,853333.3333333333,853333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1p5_ASAP7_6t_L,A,Y,rise,40.0,0.0014399999999999999,0.7,25.0,25.9445,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1_ASAP7_6t_L,A,Y,fall,80.0,0.0007199999999999999,0.7,25.0,18.8954,1.0,5.4e-08,5.4e-08,0,1,1,4.394449154672439,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,B,Y,rise,40.0,0.0014399999999999999,0.7,25.0,56.1222,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,B,Y,rise,40.0,0.011519999999999999,0.7,25.0,283.556,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.011454150045115854,18518518.51851852,18518518.51851852,213333.3333333333,213333.3333333333,213333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX2,INVx2_ASAP7_6t_L,A,Y,rise,5.0,0.046079999999999996,0.7,25.0,116.745,1.0,5.4e-08,5.4e-08,1,1,1,1.791759469228055,0.04504984455370874,18518518.51851852,18518518.51851852,853333.3333333333,853333.3333333333,853333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,A,Y,fall,40.0,0.0014399999999999999,0.7,25.0,13.3764,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1f_ASAP7_6t_L,C,Y,rise,20.0,0.023039999999999998,0.7,25.0,326.686,1.0,5.4e-08,5.4e-08,0,1,1,3.044522437723423,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1f_ASAP7_6t_L,C,Y,fall,320.0,0.0028799999999999997,0.7,25.0,46.8487,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.002875860745464264,18518518.51851852,18518518.51851852,53333.33333333333,53333.33333333333,53333.33333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,B,Y,fall,320.0,0.0007199999999999999,0.7,25.0,7.99536,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx1_ASAP7_6t_L,A,Y,rise,40.0,0.0014399999999999999,0.7,25.0,19.8155,1.0,5.4e-08,5.4e-08,1,1,1,3.713572066704308,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1_ASAP7_6t_L,C,Y,fall,80.0,0.046079999999999996,0.7,25.0,219.994,1.0,5.4e-08,5.4e-08,0,1,1,4.394449154672439,0.04504984455370874,18518518.51851852,18518518.51851852,853333.3333333333,853333.3333333333,853333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND3x1_ASAP7_6t_L,C,Y,fall,5.0,0.0007199999999999999,0.7,25.0,8.29394,1.0,5.4e-08,5.4e-08,0,1,1,1.791759469228055,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1f_ASAP7_6t_L,A,Y,rise,40.0,0.0007199999999999999,0.7,25.0,27.1231,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR2x1_ASAP7_6t_L,A,Y,rise,5.0,0.011519999999999999,0.7,25.0,59.4539,1.0,5.4e-08,5.4e-08,0,1,1,1.791759469228055,0.011454150045115854,18518518.51851852,18518518.51851852,213333.3333333333,213333.3333333333,213333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,D,Y,rise,10.0,0.0014399999999999999,0.7,25.0,54.6211,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,D,Y,rise,20.0,0.0057599999999999995,0.7,25.0,153.523,1.0,5.4e-08,5.4e-08,0,1,1,3.044522437723423,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,C,Y,rise,320.0,0.0014399999999999999,0.7,25.0,100.68,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,A,Y,fall,160.0,0.0007199999999999999,0.7,25.0,15.65,1.0,5.4e-08,5.4e-08,0,1,1,5.081404364984463,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,B,Y,rise,20.0,0.0057599999999999995,0.7,25.0,38.3203,1.0,5.4e-08,5.4e-08,0,1,1,3.044522437723423,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,A,Y,fall,5.0,0.011519999999999999,0.7,25.0,44.6396,1.0,5.4e-08,5.4e-08,0,1,1,1.791759469228055,0.011454150045115854,18518518.51851852,18518518.51851852,213333.3333333333,213333.3333333333,213333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1_ASAP7_6t_L,C,Y,rise,80.0,0.0057599999999999995,0.7,25.0,44.2506,1.0,5.4e-08,5.4e-08,0,1,1,4.394449154672439,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR2x1_ASAP7_6t_L,A,Y,fall,10.0,0.0007199999999999999,0.7,25.0,10.1582,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1p5_ASAP7_6t_L,A,Y,fall,320.0,0.0028799999999999997,0.7,25.0,10.0939,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.002875860745464264,18518518.51851852,18518518.51851852,53333.33333333333,53333.33333333333,53333.33333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,B,Y,fall,10.0,0.023039999999999998,0.7,25.0,100.676,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND3x1_ASAP7_6t_L,A,Y,rise,20.0,0.0007199999999999999,0.7,25.0,14.0502,1.0,5.4e-08,5.4e-08,0,1,1,3.044522437723423,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND3x1_ASAP7_6t_L,B,Y,rise,5.0,0.0057599999999999995,0.7,25.0,37.4189,1.0,5.4e-08,5.4e-08,0,1,1,1.791759469228055,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1f_ASAP7_6t_L,C,Y,rise,10.0,0.011519999999999999,0.7,25.0,168.313,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.011454150045115854,18518518.51851852,18518518.51851852,213333.3333333333,213333.3333333333,213333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,A,Y,rise,10.0,0.0014399999999999999,0.7,25.0,48.634,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx11_ASAP7_6t_L,A,Y,rise,320.0,0.023039999999999998,0.7,25.0,57.7303,1.0,5.4e-08,5.4e-08,1,1,1,5.771441123130016,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1p5_ASAP7_6t_L,B,Y,rise,5.0,0.0057599999999999995,0.7,25.0,35.1029,1.0,5.4e-08,5.4e-08,0,1,1,1.791759469228055,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,D,Y,fall,10.0,0.023039999999999998,0.7,25.0,101.765,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,D,Y,rise,160.0,0.0007199999999999999,0.7,25.0,53.8482,1.0,5.4e-08,5.4e-08,0,1,1,5.081404364984463,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,A,Y,rise,320.0,0.046079999999999996,0.7,25.0,335.994,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.04504984455370874,18518518.51851852,18518518.51851852,853333.3333333333,853333.3333333333,853333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND3x1_ASAP7_6t_L,C,Y,rise,320.0,0.0014399999999999999,0.7,25.0,80.4404,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx1_ASAP7_6t_L,A,Y,fall,10.0,0.0028799999999999997,0.7,25.0,16.4968,1.0,5.4e-08,5.4e-08,1,1,1,2.3978952727983707,0.002875860745464264,18518518.51851852,18518518.51851852,53333.33333333333,53333.33333333333,53333.33333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,A,Y,fall,160.0,0.0057599999999999995,0.7,25.0,40.1163,1.0,5.4e-08,5.4e-08,0,1,1,5.081404364984463,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx1_ASAP7_6t_L,A,Y,fall,160.0,0.0028799999999999997,0.7,25.0,37.4818,1.0,5.4e-08,5.4e-08,1,1,1,5.081404364984463,0.002875860745464264,18518518.51851852,18518518.51851852,53333.33333333333,53333.33333333333,53333.33333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR2x1_ASAP7_6t_L,B,Y,fall,80.0,0.023039999999999998,0.7,25.0,120.835,1.0,5.4e-08,5.4e-08,0,1,1,4.394449154672439,0.022778586889339574,18518518.51851852,18518518.51851852,426666.6666666666,426666.6666666666,426666.6666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,D,Y,rise,80.0,0.0014399999999999999,0.7,25.0,61.7765,1.0,5.4e-08,5.4e-08,0,1,1,4.394449154672439,0.0014389641942542826,18518518.51851852,18518518.51851852,26666.666666666664,26666.666666666664,26666.666666666664,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR3x1_ASAP7_6t_L,B,Y,rise,10.0,0.0028799999999999997,0.7,25.0,21.8331,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.002875860745464264,18518518.51851852,18518518.51851852,53333.33333333333,53333.33333333333,53333.33333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1p5_ASAP7_6t_L,B,Y,fall,80.0,0.00035999999999999997,0.7,25.0,5.20421,1.0,5.4e-08,5.4e-08,0,1,1,4.394449154672439,0.00035993521554780213,18518518.51851852,18518518.51851852,6666.666666666666,6666.666666666666,6666.666666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,D,Y,fall,40.0,0.00035999999999999997,0.7,25.0,12.4506,1.0,5.4e-08,5.4e-08,0,1,1,3.713572066704308,0.00035993521554780213,18518518.51851852,18518518.51851852,6666.666666666666,6666.666666666666,6666.666666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1p5_ASAP7_6t_L,A,Y,fall,160.0,0.0007199999999999999,0.7,25.0,2.87742,1.0,5.4e-08,5.4e-08,0,1,1,5.081404364984463,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NORX1,NOR5x1f_ASAP7_6t_L,C,Y,rise,10.0,0.0007199999999999999,0.7,25.0,36.7637,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,INVX1,INVx1_ASAP7_6t_L,A,Y,fall,80.0,0.046079999999999996,0.7,25.0,213.103,1.0,5.4e-08,5.4e-08,1,1,1,4.394449154672439,0.04504984455370874,18518518.51851852,18518518.51851852,853333.3333333333,853333.3333333333,853333.3333333333,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1p5_ASAP7_6t_L,A,Y,rise,10.0,0.0007199999999999999,0.7,25.0,13.0463,1.0,5.4e-08,5.4e-08,0,1,1,2.3978952727983707,0.0007197409243488539,18518518.51851852,18518518.51851852,13333.333333333332,13333.333333333332,13333.333333333332,18518518.51851852,1.4285714285714286,0.04,0.0,1
ASAP7,NANDX1,NAND2x1_ASAP7_6t_L,A,Y,fall,320.0,0.0057599999999999995,0.7,25.0,43.9097,1.0,5.4e-08,5.4e-08,0,1,1,5.771441123130016,0.005743474627065725,18518518.51851852,18518518.51851852,106666.66666666666,106666.66666666666,106666.66666666666,18518518.51851852,1.4285714285714286,0.04,0.0,1
